DATE,deathrate,nonfarm labor share,deliquency rate of comm and ind loans,civ unemply rate,M1V,births,aaa,baa,tr10 ,caputz index,GPDI,NFB R output ph,OUTMS,IMPGSC,EXPGSC,GDPIC,real GPDI fixed equip,chng real priv inventories,RGDP,IP index,NROU,CAPUTL,LLBAC,population
4/1/10,-0.234014471,-0.337476897,-0.114729251,0.035936948,0.042662176,-0.098706326,-0.499963229,-0.057658116,0.029403496,0.430590932,0.19013073,0.151487118,0.436604787,0.395716353,0.203059723,0.233331938,0.103434813,0.232012366,0.321107764,0.409076366,-0.287339042,0.430590932,0.071552411,0.246944327
7/1/10,-0.169125612,-0.120450335,-0.234014471,-0.214889527,-0.309213047,0.309213047,-0.499809782,-0.270459521,-0.5,0.291497926,0.252155815,0.11229059,0.279527152,0.284481714,0.184058851,0.222695442,0.038300807,0.161185136,0.257771454,0.275914217,-0.294035969,0.291497926,0.278590576,0.248268593
10/1/10,-0.139507569,-0.087960464,-0.274565858,-0.136391082,-0.5,0.399336104,-0.279760617,-0.398768666,-0.499999984,0.197612469,0.247683736,0.308893069,0.179354651,0.248091599,0.358408835,0.239485889,-0.29872582,0.165616892,0.297752168,0.179897296,-0.298044254,0.197612469,0.332756713,0.274843592
1/1/11,-0.087929552,0.481566036,-0.343352767,-0.419025427,-0.499999917,0.028471665,0.050769487,-0.046747349,0,0.144119133,0.057296356,0.075171665,0.127492206,0.125594192,0.243559682,0.047253036,-0.267407915,-0.001262867,0.118938497,0.133937895,-0.2996351,0.144119133,0.1780028,0.270051993
4/1/11,0.191462461,0.10605123,-0.314746048,-0.35202456,-0.360734159,0.084837871,-0.005248947,-0.172233846,-0.079051697,0.125803726,0.198829721,0.041261434,0.162410645,0.093919458,0.187065571,0.193711295,-0.184734025,0.18583758,0.188799032,0.155779911,-0.299059387,0.125803726,0.061880112,0.24777031
7/1/11,-0.341344746,0.316780053,-0.237230829,-0.194765551,-0.330713659,-0.033206752,-0.437054322,-0.326215622,-0.24422451,0.236329431,0.408122927,-0.261966862,0.264690879,0.295674831,0.186726322,0.212061698,0.204336059,-0.374143554,0.253698006,0.385440479,-0.296478755,0.236329431,0.416568321,0.266145545
10/1/11,-0.146169767,-0.420804388,-0.176819552,-0.172215972,-0.367269656,0.309213047,-0.345737245,-0.4870717,-0.332619115,0.295015066,0.485467973,0.210087325,0.255922012,0.397791569,0.277223186,0.490841418,-0.009370266,0.144537632,0.379825484,0.410819675,-0.292128111,0.295015066,0.5,0.301744584
1/1/12,-0.477249868,-0.067250333,-0.194439718,-0.49998221,-0.22025,0.447918721,-0.298057022,-0.266316367,-0.201132182,0.285440634,0.445409356,0.302477118,0.370427,0.314273617,0.196860305,0.483680749,0.321488525,0.0077236,0.480901746,0.342000037,-0.286433149,0.285440634,0.183932293,0.276795236
4/1/12,-0.191462461,-0.164727717,-0.180138135,-0.387256956,-0.103421247,0.169125612,-0.116823254,-0.121231105,-0.102302863,0.145799305,0.276209058,0.407059749,0.169381932,0.186238584,0.24699374,0.281404102,0.084837871,0.077997278,0.345851618,0.227777161,-0.27999361,0.145799305,0.017724932,0.246311031
7/1/12,0,-0.15141017,-0.228862048,-0.17301491,-0.269987587,-0.112451519,-0.162295537,-0.265083011,-0.197454735,-0.008290528,0.112510495,0.171164675,0.061164595,0.160889061,0.253169488,0.104778607,-0.468354584,0.287315019,0.139007572,0.160892357,-0.273477513,-0.008290528,0.273372648,0.268238658
10/1/12,-0.499422975,0.486781765,-0.245373085,-0.136032069,-0.432081883,0.112451519,-0.422509152,-0.475688895,-0.269987586,0.002038563,0.104734535,-0.043795313,0.180077111,0.011017513,0.168450332,0.084350237,-0.196473876,-0.383997552,0.110938843,0.144893648,-0.26749887,0.002038563,-0.220165536,0.302101321
1/1/13,-0.024917669,0.047065029,-0.224463772,-0.365274287,-0.260590055,-0.433192799,0.041751169,-0.166787046,0.076097248,0.170864363,0.263815926,0.26228214,0.483664821,0.11677278,0.199362315,0.295231194,-0.13055866,-0.046120256,0.343534386,0.348080549,-0.262534933,0.170864363,0.191462461,0.272894584
